Tweet,Sentiment
Läs ALLA delar i denna serie Håller 100 med om att svenska partier kan lära sig så mycket om målgruppsanalys amp at  <URL>,1
<ID>  <ID> Det där med spöken lever de väl upp till mer än väl dock borde de i rimlighetens namn visa x antal  <URL>,0
Undervisningsministern ser fram emot att diskutera förslag  som språkundervisning redan i ettan  <URL>,0
| <ID> Oki, och vad är den agendan?|,0
Hört någon som säger att integrationen fungerar i Sverige Ändå rullar invandringen på  oförtrutet dag efter dag  <HASCHTAG>,-1
| Vill flytta in i växthuset hos Mandelmanns. Fullt med exotiska frukter som kiwi, vindruvor,… <URL>|,1
<ID> hon skulle göra det direkt. Men jag försöker lära henne kärlek som främsta drivkraft.,0
<ID> De insåg att evertsson kavlat upp armarna klart ni backar  <HASCHTAG>,-1
Mina bilder för <HASCHTAG> presentationen finns här: <URL>,0
<ID> Det sjuka/värsta är ju att han får stöd av en massa framträdande högermänniskor.,-1
Går dom här att äta svara snabbt  <URL>,0
<ID> hallå vi borde ses i sthlm nån dag,1
<ID> Lycka till <ID>,1
Av matsvinnet är frukterna värst svinne banan (skicka pengar så raderar jag mitt konto),0
Stäng av alla lag som väljer att spela på konstgräs. <HASCHTAG> vafan,-1
Drygt 2 veckor sedan loppet idag! Visste du att Citybanan invigs den 9 juli? Läs vad dom skrev om loppet och se... <URL>,0
Om min matte inte är fucked up så får ju garanterna i stort sett hela kakan,0
Världsklass!! Jag har världen bästa personal och kollegor!! <HASCHTAG> <URL>,1
|@Folksam @FolksamMedia Bra, då ser vi fram emot positiva besked i detta individärende då lunginflammation beror på bakterier och/eller virus och inte Downs syndrom.                                                                                                                                                                                                                                                                                                                                                |,1
<ID> Det kommer alltså ingen feedback från er på seriöst förslag/fråga från en trogen kund? Dåligt. <HASCHTAG>,-1
Har i panik dissekerat Trumps första tal på jobbet Hur hantera angreppet mot medier som är distraktion  <URL>   <HASCHTAG>,-1
| Hm, <ID> behöver definitivt läsa på lite. SD:s principprogram tycker jag är ett minimum. <HASCHTAG> <URL>|,0
<ID> Aha. Vi åker hem till Rotterdam i morgon och där är nog soltimmarna över för i år. Men efter… <URL>,-1
Sara Algotsson Ostholt och Wega i medaljform! Femma individuellt på VM efter dressyren. Imorgon väntar terrängen: https://t.co/IW2GLuBj11 #tryon2018 #teamswedeneventing #folksam #ridsport https://t.co/66ePi0WoOJ                                                                                                                                                                                                                                                                                                 ,1
Sjukt ändå hur mycket rökning kan sänka en människa i mina ögon,0
| När svenskhet blir Bellman, hemslöjd och bäska droppar känns till och exkludering lite fräscht i munnen|,0
Nu skapas framtiden vid Telefonplan  <URL>,1
<ID> Bra avsnitt?,0
<ID> Tack Ungefär när är fotot taget Tar gärna diskussionen,1
Öckerömetoden visar på sambandet mellan alkohol och narkotika. Här en färsk bild från vårt… <URL>,0
Trygg-Hansa söker Digital service specialist https://t.co/U0W4zjvsJQ                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0
Örjan Kihlström han är makalös,1
hon ville bara vara tidig till jobbet men hamnade i vår fälla på vägen :/,-1
<ID> Helt okej Ligger på plus iallafall,1
<ID> Ja eller dom gör Vi hade nog dött rätt snabbt,0
<ID> Tänk inte ens tanken...förstör inte mina söndagar nu,0
<ID> Då läser du dåligt,-1
Fattar eeeejjjj hur man kan bli så fruktansvärt arg ÖVER FIFA,-1
Det är klart att  <HASCHTAG> vill se fler kvinnliga artister i fortsättningen <URL>,0
<ID> helt rätt.,1
<ID> Stavas ju dock inte så  <URL>,0
@BjorklundVictor @SkandiaSE Du borde bli innovationschef                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0
<ID> har ni redan gift er?,0
Då var Turkiet bokat o klart☉✈,0
<ID> Jag undrar när   <ID> ska inse att han är blåst av snoppmannen,-1
 <ID> Kan ni inte fixa till graferna så att man kan ställa in "default" läge tex att MA200 alltid ska vara ak… <URL>,-1
| På förelommen anledning, etc. <URL>|,0
Nu blir det  <HASCHTAG>  fotboll som jag spelat in,0
|@Folksam Om alla börjar på säg 1000, bör en mindre olycka (parkeringsskada t ex) höja premien m 100% (t 2000) som sen dalar m 25%/år, medan en kraftig krock bör höja premien 25-falt (t 25000)/år för å sen sänkas m 10%/år.
Skötsamma ska inte betala skithögars skadeverkningar!
#bil #svpol                                                                                                                                                                                                                     |,-1
<ID> Jag håller med Marina här har vi en strålande sol och inte minst en stor gästfrihet. Så kom hit till oss,1
<ID>  <ID>  <ID>  <ID> Nu lägger jag mig i Tycker det ligger en del i det Marie anser  <URL>,0
| Mellanmål är dagens viktigaste mål, förstår inte hur jag överlevt här utan mellanmål|,0
<ID> Att ha en bild av är ju inte direkt att veta. Jag tror säkert det finn… <URL>,0
jag läser Music Business och gör ett arbete en undersökning där jag behöver er hjälp med svar på några frågor sku  <URL>,0
@ChristofferHok @annakarin_hatt @AlmegaAB @SkandiaSE @goranarrius Ni borde träffa @sreutercrona från @RedFlagSv som är på plats. Vi kanske kan hitta ett gemensamt pilotprojekt?                                                                                                                                                                                                                                                                                                                                    ,0
<ID>  <ID> Hela min världsbild är rubbad Var kan jag läsa mer,-1
. <ID> 4. Juni 2015: Ensamstående kvinnor får rätt till assisterad befruktning: <URL>,0
Vi är i skrikande behov av en anfallare.,0
VDn om samarbetet med hackade litauiska kliniken Har kommit en hel del svenskar hit  <URL>  <HASCHTAG>  <HASCHTAG>  <HASCHTAG>,0
<ID>  <ID>  Inget är omöjligt Det är fan sen gammalt,0
@southpasifictrd @SkandiaSE Och de 4-5 millarna som du så elegant uttrycker: dom ska inte ut imorgon eller hur? Dom ska ut fram till typ 2035 då hela den här skulden ör avbetald: helt utan att någon gått i konkurs. Eller möjligen Skandia då - för det bolaget är det i alla fall juridiskt möjligt att konka.                                                                                                                                                                                                  ,0
<ID> får du % av Wisti eller? <URL>,0
<ID> Kanske en eller två av dem kan starta upp ett fik. Efterfrågan verkar vara stabil,0
Har lyssnat klart på Björnstad. Gillade! Men nu har jag svårt för ljudboken som stod näst på tur; en del uppläsare är bättre än andra..,1
<ID>  <ID> Riksdagen är ingen skolgård,-1
<ID> Nej i och med att zonen är större så måste jag ha en större stopp än vid liten zon  mer risk,0
En gång i tidernas begynnelse skrev jag en artikel i ELLE om mitt tinderdejtande men detta var ju extremt kul  LÄS  <URL>,1
<ID>  <ID> Sverige bombade inte men utförde spaning Sverige var tyvärr ett av länderna som skapade kaoset,-1
<ID> Grammatiken förklarad. <URL>,0
| <ID> Vad håller du på med, vuxna karln. Gå till doktorn för faen!|,-1
| <ID> Tack! Snor den direkt, blir nog utmärkt efter dagar av julfross....|,0
Rostade pumpakärnor Gott att knapra på  <URL>,1
Bra jobbat NU. <HASCHTAG> <URL>,1
|@tamgusa @avanzabank @NordnetSE @SkandiaSE Skillnaden mellan 0,20 och 0,25 över 30 års sparande med ett kapital på 500.000 i startvärde är 3 portioner ICA-ravioli, i månaden. Därmed inte sagt att pris är oviktigt.                                                                                                                                                                                                                                                                                               |,0
TÄNKTE VI KUNDE GRILLA <URL>,0
Känns ju tryggt att  <HASCHTAG>  inte vet var han har sina  <HASCHTAG>Lille Donnie lekte väl  <HASCHTAG>  <URL>,0
<ID> Ja det finns en högermajoritet på ca 70%.,0
@Edward_Blom Ring ett annat bolag redan nu! Trygg-Hansa är väldigt processbenägna.                                                                                                                                                                                                                                                                                                                                                                                                                                  ,-1
Sug på den gnaget,-1
Hade skrivit precis samma sak om det vore ej svensk hipster som boxat snuten så snälla sverigevänner jag är inte en av er,-1
<ID> jao de där är inte snällt,-1
<ID>  <ID> gtgt som t ex nu satsar vi så och så mkt men nämner inte att det blir först nästa mandatperiod,-1
Folksamgruppens @jensfolksam i gemensamt upprop med andra företagsledare: "Halvera utsläppen!" @FolksamMedia https://t.co/TueNCRa5KV                                                                                                                                                                                                                                                                                                                                                                                ,0
<ID> Vi var tidiga med video hemmaJaja det får bli lite näthat alltsåMöjligen bortkastat eftersom inget a  <URL>,0
| <ID> Det kanske blir så. Sedan får vi se på vilket sätt det blir bra. Mer vin, På Spåret och somna i soffan?|,0
<ID> Konsekvensen av din klämskada eller  <HASCHTAG>  <HASCHTAG>,0
|Om du inte hann komma förbi Arabesques seminarium om hur #AI och #BigData kan revolutionera #barnrättigheter med @raddabarnen @folksam I måndags, så är det nu uppladdat på https://t.co/diWzP9K45A                                                                                                                                                                                                                                                                                                                 |,0
<ID> Sluta raljera. Och svara! Jag diskuterar pensionssystemet och orsaken till h… <URL>,-1
<ID>  <ID>  <ID> De är jättegulliga,1
<ID> > fullständigt ologiskt.,-1
<ID> Åh då måste jag vidta åtgärd,0
Nu är vi här Från ett snöigt Stockholm till ett regnigt Malmö  <HASCHTAG>  <URL>,0
|’Viktigt att styrelserna inte drunknar i detaljer, exempelvis i tillägg till alla nya regler som styr finansiella bolag. Styrelsens roll måste vara helhetsbilden, den strategiska dimensionen av hållbarhet’ säger L-G Orrevall @SkandiaSE hos @WWF                                                                                                                                                                                                                                                                |,0
<ID> Den är ondska,-1
<ID> Även folk som krigar varje helg för chansen att få föda mixedrace kids,0
@zetterberg_kent @LenaCatlady @HattenHelander @Svenska777 @djurforsakring @ifsverige De svarade i våras att  de dragit sig ur?                                                                                                                                                                                                                                                                                                                                                                                      ,0
<ID> För att kolla om iPaden ligger rakt?,0
Och lite till  <URL>,0
<ID>  <ID>  <ID>  <ID>  <ID> Lärare kan göra stor skillnad men högre utbildning kommer  <URL>,1
<ID> Du måste ha någon koplling till herr Lindberg. Båda lider av vanföreställningar av den grövre graden.,-1
| 1,5h övertid....... så sjukt trött nu. Bästa starten på veckan!!!|,1
Vad händer när Google startar försäkringsverksamhet? Läs vår vd Jens Henriksson @jensfolksam i @realtid https://t.co/QlcrmAbOKh                                                                                                                                                                                                                                                                                                                                                                                     ,0
Taktiken verkar vara att hålla i klubban för bröderna Davidsson så ofta som möjligt,0
Gjorde ett rep om roller derbyns framfart idag Från spex till sport <URL>,0
Överraskande stabil spicer hittills. Starkt ändå. <HASCHTAG>,1
| Jag är i grunden för måttlig liberal-konservatism, och emot omåttlig radikalism. Det var jag då, det är jag nu. Jag ändrade mig inte.|,0
@LisaMoazzeni Okej @LisaMoazzeni vi kavlar upp ärmarna! Vad ska vi göra? /Cia #Folksam                                                                                                                                                                                                                                                                                                                                                                                                                              ,0
I väntan på NiP match :) @ Malmö Arena <URL>,0
<ID>  <ID>  <ID> min main point är alltså att det inte funkar att spela så klen försvarsspelare som Özil centralt,-1
<ID> Skulle inte påstå att det är så strukturerat. Glad varje gång jag inte välter nåt. Kram <URL>,1
Dags för Guidetti att pysa  <URL>,0
|Nu är jag så förbannad. @ChristerKarls18 hade skuld hos Kronofogden, som han betalat på i flera år utan att den någonsin blev mindre. Han var försäkrad via @FacketKommunal i @Folksam så begravningskostnaden skulle täckas av försäkringen. Men FOGDEN tänker ta de pengarna!                                                                                                                                                                                                                                     |,-1
Du vet att du är otränad när bästis skickar detta angående ens gymselfie  <URL>,-1
Snart kommer du kunna spela Cuphead i online Coop  <URL>  <URL>,0
<ID> men hjälp hahah !?,0
| <ID> Nämen SPN GIF, me likey 8)|,1
<ID>  <ID> Är det bara poliser i yttre tjänst som kan lösa problemen med de utsatta områdena Den o  <URL>,0
Bror  <ID> fredagsschema 1 gå igenom alla bilder på FB 2 tagga mig och  <ID> 3 avvakta med ett f  <URL>,0
Perfekt söndag — hårinpackning och ansiktsmask. Bara bubblet som saknas. <HASCHTAG> <URL>,0
| Dör när jag va liten såg vi några prostituerade stå vid vägen och jag undrade vad de gjorde där, pappa svarade att de väntade på taxi >|,0
Sjungom studentens lyckliga dar☔️ Idag har vi firat studenten på Vadstenagymnasiet. Lycka… <URL>,1
@KristerIsaksson @FolksamMedia Absolut. Ju äldre barnet var desto högre andel av olyckorna berodde på ”halt” väglag. Vanligaste orsaken för singelolyckor i åldersgruppen 13-17 och näst vanligaste för 7-12 åringarna.                                                                                                                                                                                                                                                                                             ,0
| Som jag letat efter den här Tomteboken, säkert 10 år. Hade den som liten men den trycks inte längre.I veckan hittad… <URL>|,1
När man vet att man har stavat fel och inte kan korrigera det <HASCHTAG>,0
|@LoanSundman @Folksam Nu förstår jag att det är en känslig fråga. 
Men är det inte rimligt att borgenärerna som dödsboet har skulder till får tillbaka vad som är möjligt att sina fordringar? 

Kommunen erbjuder hjälp till dödsbon utan tillgångar med begravningskostnader.                                                                                                                                                                                                                                     |,0
<ID> Billigt kompis Sen blir billigt dyrt när det blir trångt i dörren,0
<ID> Mycket nöje,1
|@SkandiaSE Nu när Google Pay är "smyglanserat" i Sverige hoppas jag ni är snabba med på tåget. Detta kan ni vinna kunder på. Nordea har ett bra försprång där.
https://t.co/BHi362dWv9                                                                                                                                                                                                                                                                                                                              |,1
Så OTROLIGT JÄVLA FINT av Manchester United (specifikt Lukaku) som tröstar 18-årige Svilar efter tabben på Uniteds… <URL>,1
När brev från Skatteverket dimper ned på hallmattan. <URL>,0
<ID> Säkert Leif var inte nådig,-1
<ID> Skulle åkt upp Nu köper jag och Micke öl i halvtid,0
Min kattförsäkring hos Folksam blev alltså 35% (!!) dyrare för att vi flyttade till Bålsta. OK. Varför? Han på kundservice kunde inte svara på detta. @Folksam                                                                                                                                                                                                                                                                                                                                                      ,-1
Fy f*n vad jobbigt! @ Rättvik <URL>,1
|Man får post från @Folksam som man har trettio dagar på sig att svara på, fem dagars postgång bort precis innan man åker på fem dagars semester. Liiiite jävla panik va. Måste boka tid på konsulatet och missa jobb i en halvdag osv. Lite mindre stress vore trevligt. https://t.co/QQIML48BlD                                                                                                                                                                                                                    |,0
<ID> Är glad att inbjudan inte kommit till kvällens sittning ✌,1
| <ID> Men det är klart, skulle jag få pussa random människa på kisscam kanske det vänder|,0
<ID> Okej? Hur tänker du? Utveckla!,0
Ett enkelt sätt att slippa lottningen är ju att vi tar bort det fria skolvalet helt,0
Kikärtor är något av det värsta jag vet   <URL>,-1
Idag och imorgon finns en representant från oss på utställningen som sker i samband med Passivhuskonferensen i  <URL>,0
| Vilket ostoppbart helvete Obama/Clinton/EU skapar med sitt alternerande stöd t IS, jihadistrebeller o kurder! <HASCHTAG> <URL>|,-1
Nu kommer regnet Skynda dig in  <HASCHTAG>,0
Argument för en platt jord via svängig countrymusik från Flat earth man? <URL>,0
<ID>  <ID> du måste vara realistisk om stöd från SD och vad dom kräver för det  <URL>,-1
<ID> Näääe :((( vad hemskt,-1
<ID> Ja kvällen har varit bra  Själv då,1
Kan vara den absolut sämsta andra halvlek jag sett United göra under 2017,-1
<ID> Då svarar man Nä men jag tror att du vill Slicka Din egen röv alltså Pucko,-1
<ID> jag vet såklart,0
<ID>  <ID>  <ID> Men vad fick jag då insprutat i blåsan,0
<ID>  <ID>  <ID> Men du läs artikeln innan du svarar Står klart och tydlig att han fick frågor  <URL>,-1
<ID> Rimligt. Men får man dricka öl på pressläktaren? Jämtland är förvisso Jämtland.,0
<ID> Snacka om översittare herregud,-1
 <ID> "Hata slumpen" - Leif GW Perssons karaktär Lars Martin Johansson,0
<ID> Mycket bra härkomst! Inte ofta jag får rätt mot <ID> (som genast började mumla om Jonas Lindstedt),1
Farlig lägenhetsbrand i Vetlanda kommun – hjälte räddade många människor <URL>,1
Vilken jävla idiot. Använd hjärnan lite!,-1
När vi ändå verkar röra om i alla jävla grytor kan vi väl passa på att döpa om det där lilla skitlandet bredvid Österrike till Svejs?,-1
Vem är det som skojar  <URL>,0
Lavrov besöker Finland för att träffa utrikesministern och presidenten Ukraina Arktis säkerhetsfrågor på agendan  <HASCHTAG>,0
 <ID> utan data krävs tillit vilket i) inte funkar globalt (exvis annan stats LE) och ii) kräver både "vill di… <URL>,-1
<ID> smaklöst och oclassy,-1
<ID> Snön försvann när man kom in i Uppsala här är det bara blött,-1
<ID> Jag som är gammal och också undervisar i onödiga ämnen är fullständigt övertygad om att kunskaper in  <URL>,0
Återigen Safari som är nonchalant. Jag är så jävla trött på honom!,-1
<ID> Krya på dig,1
Smaksatt vatten  bästa törstsläckaren  <URL>,1
<ID>  <ID> För att det är 90 män som frågar Så är det för mig med,0
Den som krigar mest vinner <ID> ! ✌ <HASCHTAG>,1
<ID> Haha vi skrattade just åt den på redaktionen Peak löst rykte,1
<ID> Viktig reflektion Du ser ut som Joshua Jackson på den här bilden,0
Idag blir det besök på Hovet Även om isen är borta så kanske det kan stilla hockeyabstinensen något Ska bli kul att få fota iaf,0
<ID> Haha! Ja detsamma ⛼,1
<ID> De får mer än gärna stanna där de är,1
<ID> Låter som en agentduo från FBI,0
Efter rapportbesvikelsen har nu Boliden rekylerat upp och i princip stängt igen gapet min tro är återigen rekyl  <URL>,-1
Tur att man hört detta innan så man inte får en hjärtattack här på kongressen  <HASCHTAG>,0
<ID> Barbara Ehrenreich skrev en bok om detta efter hon fått påtryck på sig att välja glädje när h… <URL>,0
| <ID> bättre kamera och batteri, lite bättre processor men annars same shit typ|,1
<ID>  <ID>  <ID> Okunniga och respektlösa skämt Ovanligt och tråkigt att  <ID> retweeta  <URL>,-1
<ID> Är det de Jimmie snackar om när vården måste bli bättre,0
<ID> Nu är det korrigerat. Varit på lantrbruksmässa i Malmötrakten. Åkte ner i tisdags. Nu på tåget mot Sthlm.,0
<ID> Eller bra vibbar om man inte gillar Nordkorea,0
|@beckmansasikter @trygghansa Och här tycker man att ersättningarna är generösa i USA. Men du har lyckats teckna en försäkring som ger hela 80 kr per dag i upp till 30 dagar... 
Om du blir invalidiserad, får du en femhundring då...?

Hoppas du inte betalar mycket premie för den där.                                                                                                                                                                                                                          |,0
|@akademssr @AnneliZell Hej! Är det så att du inte vill ha denna försäkring så kan du bortse från fakturan och påminnelsen som skickas ut till dig. Trevlig helg!😀
/Hampus #Folksam                                                                                                                                                                                                                                                                                                                                 |,0
| Detta är det bästa jag läst på länge om hur språket kamouflerar ideologi, konflikt o dolda intressen...! <URL>|,1
<ID> ska jobba på det,0
Killarna går ut och fightas Man kämpar till sig den här segern  Glad  <ID> Fredrik Axelsson  <URL>,1
Ingen trepoängare på hemmais sedan den 191116 Katastrof dåligt,-1
@SkandiaSE Se hellre till att regeringen lägger tillbaka de 97 miljarder de nallat ur Socialförsäkringssystemen! En bra början till de rättmätiga pensioner vi ska ha.                                                                                                                                                                                                                                                                                                                                              ,0
| Det värsta med Titanic, förutom att alla dör, är att alla männen som är ansvariga helt tappar all handlingsförmåga… <URL>|,-1
| Finlands tidigare Moskvaambassadör: "Finland med i Nato och det kvickt" Intressant, onekligen! <URL>|,0
Semesterbok 3 avklarad Men den var redan påbörjad Mycket bra  <URL>,1
61' Fisnik bryter på offensivplan & drar iväg ett skott. Strax över. 1-2! <HASCHTAG>,1
5 timmar och 28 minuter kvar,0
Tack Devin! Att dölja sig själv ÄR ett samtycke till detta kvinnoförakt. <URL>,0
<ID> Instämmer ! Du har ett tufft jobb dess dagar..,0
<ID> Men är det inte märkligt att  lägga så mycket tid på det Att aktivt söka upp och blocka alla Relat  <URL>,0
<ID> AFTONHORAN i farten igendet är Svenska folkets fiende och ägs av dom som står bakom invandringen punkt,-1
Jag har lagt upp ett nytt foto på Facebook <URL>,0
Två låtar kom ut från årets Mello Denna borde vunnit denna andra fick inte ens vara med i finalen  <HASCHTAG>  <URL>,-1
Flyttar från sin nionde lägenhet på två år  <URL>  <HASCHTAG>  <URL>,0
<ID> Hahahahahahahahhaa ja asså behöver han hjälp finns det,1
JAG BYTER Hej alla ni som gillat denna sidan. Jag lägger ner denna och du som följer mig eller följt mig kan nu... <URL>,0
Forskare sågar HMs nya satsning Desperat  <URL>,-1
Förklarande och inspirerande läsfest från  <ID> om  <ID>  <URL>,0
Alltså den här låtlistan! <URL>,1
Var enda gång man googlar något om mat/kropp/allergi så hamnar man bland miljarders sidor av lchf. Så jäkla trött på dietfanskapet!!,-1
| Tack för den adresserade reklamen, Uber Eats. Det gjorde ni bra. <URL>|,1
<ID>  <ID>  <ID>  <ID>  <ID>  <ID> Ingen bänk där inte,0
Frågan är när Adelsman söker kommer  <URL>,0
<ID>  <ID> Du sänkte dig alldeles själv Jag är på samma nivå som tidigare Dina inlägg urartade fullständ  <URL>,-1
<ID> tror inte han vill flytta 50-60 mil norrut till ett bottenlag HA,-1
| Första matchen i Värnamo tröjan avklarad, vinst 6-1 mot Osby skönt|,1
Pass bakom spelare är standard☝,0
<ID> De flesta. Men så har vi de som måste säga ett sanningens ord. Eller två...,0
<ID> Du borde inte smutsa ner Gustav genom att låta hans namn figurera i samma text som ditt!,-1
<ID> Det ska jag göra.,0
<ID> Hej! Menar du att göra en utlandsbetalning? Trevlig helg! //Sharon,0
<ID> Har det vänt nu?,0
| Han är tung, Romelu! <HASCHTAG>|,1
@trygghansa 3 dagars väntan på mailsvar blir 5 pga hög belastning. Ingetdera  förtjänar kallas acceptabel kundservice. Vad tänker ni göra?                                                                                                                                                                                                                                                                                                                                                                          ,-1
<ID> Tack Ser fram mot det,1
Tar en liten gubbalur fram till 0130 <HASCHTAG>,0
|@Sallskapsgeten @SkandiaSE Både du och Skandia är totalt ute och cyklar. "Psykisk ohälsa" är ingen diagnos i sig.
Det är bara ett sätt beskriva att någon mår psykiskt dåligt.

"Kalles fysiska hälsa sviktar" beskriver oxå bara det fysiska tillståndet i största allmänhet https://t.co/a4QyxGpo2d                                                                                                                                                                                                               |,0
Vi har en rolig klubb i Uppsala  <URL>,1
<ID> vilka pladdriga plakat.,-1
<ID> Hur vet du det  <ID>,0
<ID> bokar du klubbstugen till BLagets matcher För vi ska börja ha julbords knytis innan match  <ID>  <ID>,0
Svenska Cupen semifinalHäcken  Östersunds FK 13  <ID> nu en match från Europaspel,0
Vilka titlar vinner <HASCHTAG> i år? Och så pratar jag om att jag inte kunde läsa ut en av de nominerade böckern… <URL>,0
Uber-förare avslöjade sin pojkväns affär <URL> <HASCHTAG>,0
<ID> Jag beklagar att du haft otur med dina kommunala skolor. Själv ogillar jag vinster i välf… <URL>,0
@trygghansa @linneamicaela Förväntas man alltså söka förhandsbedömning inför varje utlandsbesök som deprimerad? Vilka andra sjukdomar ska man söka förhandsbedömning för?                                                                                                                                                                                                                                                                                                                                           ,0
Men va fanken Twitter Lite grattishälsningar till Malmö FFs tjugonde guld vore väl ändå på sin plats,1
Har någon ett luftgevär jag kan låna så jag kan knäppa dom förbannande fiskmåsarna utanför huset,-1
<ID> Du har en skev självbild,-1
 Överklagan gick inte igenom – fotbollsprofilen utvisas från Sverige: "Det är jättesynd" <URL>,0
 Kan vi prata om det här med att det finns ett bakverk som heter "kärleksmums"? VAD ÄR DET FÖR JÄVLA NAMN?,-1
| Systemutvecklare - Västernorrlands län, Västerbottens län, Örnsköldsvik - Experis <HASCHTAG> <URL>|,0
Alla män angående EN mansfri festival  <URL>,0
<ID>  <ID> Skönt att du sa det Johan så slapp jag P,1
<ID> Heter inte triangelen Bara ni som inte kan uttala ord gt,-1
S logik Usch vad dåligt det där är Om jag fördömer det så försvinner det nog snart   <HASCHTAG>,-1
-> <URL> Inga kommentarer från finanschefen om avyttringen. EOR.,0
Betala BARA för arbetsmarknadsinsatser som fungerar. Skriver m <ID> o <ID> om Arbetsförmedlingens framtid <URL>,0
Alleman till @SkandiaSE! Nu ska vi prata om #allemanspension. #almedalen                                                                                                                                                                                                                                                                                                                                                                                                                                            ,0
<ID>  <ID> Helt klart genomtänkt för att passa en smålänning en o annan fläskabit kan smugglas ner för senare behov,0
Lana Del Reys senaste är hennes bästa hittills. Ville bara säga det.,1
<ID> Snygg hatt ändå   <URL>,1
<ID>  <ID> Heja heja,1
|Nu söker If en smart, driven och rolig internkommunikatör till huvudkontoret. Läs och ansök! https://t.co/eKM9JFfOun                                                                                                                                                                                                                                                                                                                                                                                                |,1
Jag gillade ett videoklipp på <ID> från <ID> <URL> Top 10 Accidental Skip Discoveries In Speedrunning,1
Ofattbart fasansfullt Sorg och vrede  <URL>,-1
Så himla bajs asså. Han är inte ens nåt att ha. Varför blir jag då så himla knäpp på det hela,-1
@Folksam Jag har angett två gånger i mitt ärende att jag vill bli kontaktad. Men den som väntar...                                                                                                                                                                                                                                                                                                                                                                                                                  ,-1
<ID> Alla är vi olika kanske det passar dom Tror att det hjälpte Jörgen Jönsson i slutspelet 06,0
Min högst egensnickrade ideologi har lånat drag från både höger och vänster. Dvs jag är positiv till både marknadsekonomi och skatter,0
<ID>  <ID>  <ID>  <ID> Men jag håller med dig det blir oftast tvärtom när föräldrar pushar för hårt,1
men inte denna <ID>,0
Än så länge är vi med  <HASCHTAG>,1
 Melin följde Wikegårds råd – nu slutar han som tränare: "Den tiden är förbi" <URL>,0
Tack för pengarna MFF men herregud övertid varje match,1
| Kom sen på att jag redan hade läst och har den hemma, i bilen efter köp i Smålandsstenar, men svårt att motstå kval… <URL>|,0
<ID>  <ID> Finns det NÅT spel ni båda är i alla fall hyfsade på Snake,0
<ID> Han överträffar ständigt sig själv Hur nu det är möjligt,1
| <ID> Tänk, där tror jag fanimej du har lite rätt ändå. Inte är det multi-kulti, man kan rösta hur… <URL>|,0
 <HASCHTAG> "Sverige har fler miljardärer än någonsin." Låt oss därför höja landstings- och kommunalskatten kraftigt.,0
@FolksamMedia Bra info!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,1
<ID>  <ID> Skoldebatten handla om alla i skolan det går inte att fokusera på en grupp Skolan är en  <URL>,-1
|@lakemedel @SkandiaSE Hm, det här kändes ju olustigt.                                                                                                                                                                                                                                                                                                                                                                                                                                                               |,-1
<ID> får mitt exemplar nästa vecka längtar D,1
<ID> Häftigt Lycka till,1
<ID> Önskar återkoppling på detta.,0
<ID> Förstår er poäng och håller delvis med. Samtidigt KAN man ibland misstänka att det… <URL>,0
Det här är bra skit. <URL>,-1
| Automatlarm. Förmodat tryckfel i sprinkler, ej brand!|,0
Sandvik och Boliden åt skilda håll på börsen  <URL>  <URL>,0
<ID> Jag tar mig ofta till centralen i Stockholm oh bara hänger lite Särskilt då det är stora trafikproblem,0
| Älskade Malmö, tack för den här gången, ses igen om två veckor! PS Insåg att jag glömde klicka… <URL>|,1
@SkandiaSE Hur många fall är orsakade av FK?                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,0
@SkandiaSE kommer med konstruktiva förslag på hur fler kan få bättre pensioner i framtiden. Nyfiken? Titta in på https://t.co/GiNAwkK6Bt #almedalen #skandia #pension80 #svpol https://t.co/8WohUc2dwG                                                                                                                                                                                                                                                                                                              ,1
| Kvarter i trä kräver riskhantering av brand i bredare perspektiv, tidigt i processen. <HASCHTAG> <URL>|,0
<ID> Mycket mycket sjukt Och kul men sjukt,1
| Jupp, det intressantaste på tv visade sig vara Drone Racing|,0
så varför blev det så ? <URL>,-1
Bibeln är här   <HASCHTAG>  <HASCHTAG>  <URL>,0
Ständig värk är förtärande,-1
<ID> Efter alla skandaler så är jag övertygad om att Göteborg behöver färre och mindre kommunala bolag. Inte tvärtom.,0
<ID> mycket möjligt  eller bara allmän skitnödighet och ovilja att se verkliga problem,-1
Jag gillade en video på  <ID>  <URL> Joy Villa Tells All To Infowars,1
Hur mycket av detta kan man höra i svenska moskeer? Vem vet? <URL>,0
Frihetskyrkan önskar Dig som twittrare En Riktigt God JUL! (om du vill gå med i Frihetskyrkan så finns plats för Di… <URL>,1
Idag bestämde jag mig. Hej <ID> här har ni en ny medlem!,0
Wow. Hur fan mår egentligen Jim Carrey? <URL>,-1
<ID> Vet ej exakt Det är ju dessutom två olika sektioner,0
Funderade på att shoppa lite men läste på Aftonbladet att vårt centrum nu utryms pga gasläcka. Shopping utbytt till soffläge.,0
<ID> jag har i flera år försökt få svar på vad som gäller ang. regel 60 (reklamavbrott) men SHL vägrar svara på det ->,-1
